Date,Value
2012-06-15,1.5708
2012-06-14,1.55555
2012-06-13,1.5523
2012-06-12,1.5577
2012-06-11,1.54875
2012-06-08,1.54595
2012-06-07,1.55295
2012-06-06,1.54915
2012-06-05,1.5377
2012-06-04,1.5384
2012-06-01,1.5345
2012-05-31,1.5403
2012-05-30,1.54825
2012-05-29,1.564
2012-05-28,1.5682
2012-05-25,1.56565
2012-05-24,1.56685
2012-05-23,1.56975
2012-05-22,1.5762
2012-05-21,1.5835
2012-05-18,1.5826
2012-05-17,1.57885
2012-05-16,1.59025
2012-05-15,1.5995
2012-05-14,1.61005
2012-05-11,1.6074
2012-05-10,1.61565
2012-05-09,1.61385
2012-05-08,1.6155
2012-05-07,1.6189
2012-05-04,1.61575
2012-05-03,1.6178
2012-05-02,1.62015
2012-05-01,1.62195
2012-04-30,1.6234
2012-04-27,1.6258
2012-04-26,1.6194
2012-04-25,1.6168
2012-04-24,1.6137
2012-04-23,1.6131
2012-04-20,1.61395
2012-04-19,1.60575
2012-04-18,1.60205
2012-04-17,1.59315
2012-04-16,1.5898
2012-04-13,1.5852
2012-04-12,1.5963
2012-04-11,1.5906
2012-04-10,1.5874
2012-04-09,1.5899
2012-04-05,1.58365
2012-04-04,1.589
2012-04-03,1.5911
2012-04-02,1.6032
2012-03-30,1.59995
2012-03-29,1.59535
2012-03-28,1.58905
2012-03-27,1.5958
2012-03-26,1.5966
2012-03-23,1.58695
2012-03-22,1.5818
2012-03-21,1.58695
2012-03-20,1.586
2012-03-19,1.58935
2012-03-16,1.58325
2012-03-15,1.5713
2012-03-14,1.56805
2012-03-13,1.5702
2012-03-12,1.56435
2012-03-09,1.56745
2012-03-08,1.58275
2012-03-07,1.5744
2012-03-06,1.5716
2012-03-05,1.58595
2012-03-02,1.58345
2012-03-01,1.59545
2012-02-29,1.5919
2012-02-28,1.59005
2012-02-27,1.58175
2012-02-24,1.5885
2012-02-23,1.57445
2012-02-22,1.56655
2012-02-21,1.5786
2012-02-20,1.5848
2012-02-17,1.58355
2012-02-16,1.58035
2012-02-15,1.56975
2012-02-14,1.5684
2012-02-13,1.5767
2012-02-10,1.5742
2012-02-09,1.58175
2012-02-08,1.58145
2012-02-07,1.59025
2012-02-06,1.58235
2012-02-03,1.58185
2012-02-02,1.5806
2012-02-01,1.58325
2012-01-31,1.5754
2012-01-30,1.5706
2012-01-27,1.57345
2012-01-26,1.5688
2012-01-25,1.566
2012-01-24,1.56155
2012-01-23,1.55675
2012-01-20,1.55715
2012-01-19,1.5486
2012-01-18,1.54385
2012-01-17,1.53325
2012-01-16,1.53225
2012-01-13,1.53285
2012-01-12,1.53405
2012-01-11,1.53235
2012-01-10,1.54835
2012-01-09,1.54605
2012-01-06,1.54335
2012-01-05,1.54855
2012-01-04,1.56185
2012-01-03,1.5646
2012-01-02,1.5507
2011-12-30,1.55375
2011-12-29,1.54155
2011-12-28,1.54515
2011-12-27,1.56705
2011-12-26,1.56295
2011-12-23,1.55925
2011-12-22,1.5675
2011-12-21,1.5673
2011-12-20,1.56645
2011-12-19,1.54995
